name,category_en,category_de,start,end,authority,sourceurl
Aksyutin Oleg Evgenyevich Oleg Yevgenyevich Aksyutin Aksyutin Oleg Yevgenyevich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Mariya Maria Lavrova Lavrova Maria Alexandrovna Maria Aleksandrovna Lavrova Maria Aleksandrovna Lavrova Maria Aleksandrovna Lavrova Mariya Aleksandrovna Lavrova Lavrova Maria Aleksandrovna,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Andrej Aleksandrovic Polakov Polyakov Andrey Alexandrovich Andrey Aleksandrovich Polyakov Polyakov Andrey Aleksandrovich Andrey Aleksandrovich Polyakov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Marina Sechina Marina Vladimirovna Secina Marina Vladimirovna Setjina Sechina Marina Vladimirovna Marina Vladimirovna Sechina Marina Vladimirovna Sechina,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Limited Liability Company Active Business Consult Activebusinesscollection Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Aktivbizneskonsalt Obsestvo S Ogranicennoj Otvetstvennostu Aktivbizneskonsalt Tovaristvo Z Obmezenou Vidpovidalnistu Aktivbizneskoleksn Limited Obsestvo S Ogrannicennoj Otvetstvennostu Aktivbizneskoleksn Limited,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Sergey Kogogin Sergey Kogogin Sergej Anatolevic Kogogin Sergej Anatolevic Kogogin Sergey Anatolyevich Kogogin Kogogin Sergey Anatolievich Sergei Anatolyevich Kogogin Kogogin Sergey Anatolyevich Sergey Analolievich Kogogin Sergey Anatol Yevich Kogogin Kogogin Sergei Anatolyevich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Leonid Mikhelson Leonid Mikhelson Leonid Viktorovic Mihelson Leonid Viktorovic Mihelson Mikhelson Leonid Viktorovich Mikhelson Leonid Viktorovich Leonid Viktorovich Mikhelson Leonid Viktorovich Mikhelson,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Dmitry Grigorenko Dmitrij Grigorenko Dmitrij Urevic Grigorenko Dmitrij Urevic Grigorenko Dmitry Yuryevich Grigorenko Dmitrij Jurjevitj Grigorenko Dmitriy Yuryevich Grigorenko Dmitriy Yuryevich Grigorenko Grigorenko Dmitriy Yuryevich Grigorenko Dmitriy Yuryevich Dmitriy Yur Yevich Grigorenko,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Yuri Trutnev Urij Petrovic Trutnev Yury Petrovich Trutnev Trutnev Yury Petrovich Trutnev Yuri Petrovich Yuriy Petrovich Trutnev Yuriy Petrovich Trutnev Trutnev Yuriy Petrovich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Andrey L Kostin Andrei Andrey Kostin Kostin Andrij Leonidovic Andrej Leonidovic Kostin Andrej Leonidovic Kostin Kostin Andrej Leonidovic Kostin Andrey Leonidovich Andrei Leonidovich Kostin Kostin Andrey Leonidovich Andrey Leonidovich Kostin Andrei Leonidovich Kostin Andrej Leonidovitj Kostin Kostin Andrey Leonidovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Igor Komarov Komarov Igor Anatolyevich Igor Anatolyevich Komarov Igor Anatolevic Komarov Komarov Igor Anatolyevich Igor Anatolyevich Komarov Igor Anatol Yevich Komarov Komarov Igor Anatolyevich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Mikhail Oseevsky Mikhail Oseevsky Mihail Eduardovic Oseevski Mihail Eduardovic Oseevskij Mihail Eduardovic Oseevskij Mikhail Eduardovich Oseevsky Oseevsky Mikhail Eduardovich Mikhail Eduardovich Oseevsky Oseevsky Mikhail Eduardovich Michail Eduardovitj Osejevskij,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Leonid Mikhelson Leonid Mikhelson Leonid Viktorovic Mihelson Leonid Viktorovic Mihelson Mikhelson Leonid Viktorovich Mikhelson Leonid Viktorovich Leonid Viktorovich Mikhelson Leonid Viktorovich Mikhelson,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Sovremennye Tekhnologii Llc Llc Sovremennye Technologii Sovremennye Tekhnologii Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Sucasni Tehnologii Tovaristvo Z Obmezenou Vidpovidalnistu Sucasni Tehnologii Obsestvo S Ogranicennoj Otvestvennostu Sovremennye Tehnologii Obsestvo S Ogranicennoj Otvetstvennostu Sovremennye Tehnologii,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Alexander Beglov Aleksandr Dmitrievic Beglov Alexander Dmitryevich Beglov Beglov Alexander Dmitryevich Aleksandr Dmitrievich Beglov Beglov Alexander Dmitrievich Beglov Aleksandr Dmitrievich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Digital Technologies Llc Limited Liability Company Digital Technologies Tovaristvo Z Obmezenou Vidpovidalnistu Cifrovi Tehnologii Tovaristvo Z Obmezenou Vidpovidalnistu Cifrovi Tehnologii Obsestvo S Ogranicennoj Otvetstvennostu Cifrovye Tehnologii Obsestvo S Ogranicennoj Otvetstvennostu Cifrovye Tehnologii,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Mikhail Poluboyarinov Mikhail Poluboyarinov Mihail Igorevic Poluboarinov Mihail Igorevic Poluboarinov Mihail Igorevic Polubojarinov Mikhail Igorevich Poluboyarinov Poluboyarinov Mikhail Igorevich Mikhail Igorevich Poluboyarinov Poluboyarinov Mikhail Igorevich Michail Igorevitj Polubojarinov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Alexander Babakov Babakov Aleksandr Mihajlovic Aleksandr Mihajlovic Babakov Babakov Oleksandr Mihajlovic Aleksandr Mihajlovic Babakov Aleksandr Mihajlovic Babakov Aleksandr Alexander Babakov Aleksandr Mikhailovich Babakov Aleksandr Mikhaylovich Babakov Aleksandr Babakov Michailovitj Alexander Mikhailovich Babakov Babakov Alexander Mikhailovich Aleksandr Michajlovitj Babakov Alexander Mikhailovich Babakov Babakov Alexander Mikhailovich Alexander Michailowitsch Babakow,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Sberbank Technologies Jsc Joint Stock Company Sberbank Technologies Akcionernoe Obsestvo Sberbank Tehnologii Akcionerne Tovaristvo Sberbank Tehnologii Akcionernoe Obsestvo Sberbank Tehnologii Akcionerne Tovaristvo Sberbank Tehnologii Sberbank Technologies Closed Joint Stock Company,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Gur Ev Andrij Grigorovic Gurev Andrej Grigorevic Andrej Grigorevic Gurev Andrey Grigoryevich Guryev Andrey Grigorevitsj Goerev Andrey Grigor Yevich Gur Yev Guryev Guriev Andrey Grigoryevich,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Mikhail Mizintsev Mihail Evgenevic Mizincev Mikhail Evgenievich Mizintsev Mizintsev Mikhail Evgenievich Mikhail Evgenievich Mizintsev Michail Jevgenjevitj Mizintsev Mizintsev Mikhail Yevgenyevich Mikhail Yevgenyevich Mizintsev,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Nikolay Peskov Nikolay Peskov Peskov Nikolay Nikolay Nikolai Peskov Nikolaj Dmitrievic Coulz Nikolaj Dmitrievic Peskov Nikolaj Dmitrievic Peskov Nikolay Dmitrievich Peskov Nikolay Dmitrievich Choles Peskov Nikolai Dmitrievich Nikolay Dmitrievich Choulz Nikolay Dmitrievich Peskov Nikolaj Dmitrijevitj Peskov Choles Peskov Nikolay Dmitrievich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Rashid Nurgaliev Rashid Nurgaliyev Rasid Gumarovic Nurgaliev Rasid Gumarovic Nurgaliev Nurgaliev Rasid Gumarovic Nurgaliev Rasid Gumarovic Rashid Gumorovich Nurgaliev Rashid Gumarovich Nurgaliev Rashid Gumarovich Nurgaliev Nurgaliev Rashid Gumarovich Nurgaliev Rashid Gumarovich Nurgaliev Nurgaliyev Rashid Gumarovich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Sergey Ivanov Sergej Sergeevic Ivanov Sergei Sergeevic Ivanov Sergej Sergeevic Ivanov Ivanov Sergey Sergeevich Sergei Sergeevich Ivanov Sergey Sergeevich Ivanov Sergei Sergeivich Ivanov Ivanov Sergey Sergeevich Sergei Sergeevich Ivanov Ivanov Sergei Sergeevich Sergei Sergey Sergeevich Ivanov,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Mikhail Mishustin Mihail Vladimirovic Misustin Mishustin Mikhail Vladimirovich Mikhail Vladimirovich Mishustin Mikhail Vladimirovich Mishustin Mishustin Mikhail Vladimirovich Michail Vladimirovitj Misjustin Mishustin Mikhail Vladimirovich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Aleksandr Gutsan Aleksandr Vladimirovic Gucan Aleksandr Vladimirovich Gutsan Gutsan Alexander Vladimirovich Gutsan Alexander Vladimirovich Alexander Vladimirovich Gutsan Aleksandr Vladimirovich Gutsan Gutsan Aleksandr Vladimirovich Aleksander Vladimirovich Gutsan,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Auction Llc Auction Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Aukcion Tovaristvo Z Obmezenou Vidpovidalnistu Aukcion Obsestvo S Ogranicennoj Otvetstvennostu Aukcion Obsestvo S Ogranicennoj Otvetstvennostu Aukcion,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Andrey Bokarev Andrey Bokarev Andrej Removic Bokarev Bokarev Andrei Removich Andrey Removich Bokarev Andrey Removich Bokarev,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Oleg Boyko Oleg Boyko Boyko Oleg Viktorovich Oleg Viktorovich Boyko,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Suleyman Kerimov Sulejman Abusaidovic Kerimov Kerimov Sulejman Abusaidovic Sulejman Abusaidovic Kerimov Kerimov Sulejman Abusaidovic Suleiman Abusaidovich Kerimov Suleiman Abusaidovich Kerimov Kerimov Suleyman Abusaidovich Kerimov Suleiman Abusaidovich Suleyman Abusaidovich Kerimov Sulejman Abusajdovitj Kerimov Suleyman Abusaidovich Kerimov Kerimov Suleiman Abusaidovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Eugene Shvidler Shvidler Eugene Markovich Eugene Markovich Shvidler,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Vladimir Lisin Vladimir Lisin Lisin Vladimir Sergeyevich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Viatcheslav Kantor Vaceslav Mose Kantor Vjaceslav Mose Kantor Vjatjeslav Mosje Kantor Kantor Wiaczesław Mosze Viatcheslav Moshe Kantor Viatcheslav Moshe Kantor Vaceslav Vladimirovic Kantor Kantor Vaceslav Vladimirovic Kantor V Aceslav Volodimirovic Vjatjeslav Vladimirovitj Kantor Kantor Viatcheslav Vladimirovich Viatcheslav Vladimirovich Kantor,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Alfa Direct Alfa Direct Tovaristvo Z Obmezenou Vidpovidalnistu Alfa Direkt Servis Obsestvo S Ogranicennoj Otvetstvennostu Alfa Direkt Servis,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
German Khan German Borisovic Han German Borisovitj Chan German Borisovich Khan German Borisovich Khan Khan German Borisovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Tatiana Navka Tatiana Tatyana Navka Tatiana Aleksandrovna Navka Tatana Aleksandrovna Navka Milyutina Irina Nikolayevna Irina Nikolayevna Milyutina Navka Tatyana Aleksandrovna Tatana Aleksandrovna Navka Navka Tatiana Aleksandrovna Tatyana Aleksandrovna Navka Tatiana Aleksandrovna Navka Tatyana Aleksandrovna Navka Navka Tatiana Aleksandrovna,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Vladimir Rashevsky Vladimir Valerevic Rasevskij Rashevsky Vladimir Valerievich Vladimir Valerievich Rashevsky Vladimir Valerievitj Rasjevskij Vladimir Valeryevich Rashevskiy Rashevskiy Vladimir Valeryevich Rashevsky Rashevskiy Vladimir Valerievich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Alexandr Vinokurov Alexander Vinokurov Aleksandr Semenovic Vinokurov Aleksandr Semenovic Vinokurov Alexander Semenovich Vinokurov Aleksandr Semenovich Vinokurov Aleksander Semenovic Vinokurov Vinokurov Alexander Semenovich Alexander Semenovich Vinokurov Aleksandr Semjonovitj Vinokurov Alexander Semenovich Vinokourov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Aleksandr Torshin Alexander Torshin Torsin Oleksandr Porfirovic Aleksandr Porfirevic Torsin Torsin Aleksandr Porfirevic Torshin Alexandr Porfiryevich Alexandr Porfiryevich Torshin Alexander Porfiryevich Torshin Torshin Alexander Porfiryevich Aleksandr Porfir Yevich Torshin,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Konstantin Chuychenko Konstantin Anatolevic Cujcenko Chuychenko Konstantin Anatolyevich Konstantin Anatolyevich Chuichenko Chuychenko Konstantin Anatolyevich Konstantin Anatolyevich Chuychenko Konstantin Anatolyevich Chuychenko Chuychenko Konstantin Anatolyevich Konstantin Anatol Yevich Chuychenko,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Boris Rotenberg Boris Borisovic Rotenberg Boris Borisovich Rotenberg Rotenberg Boris Borisovich Boris Borisovich Rotenberg Rotenberg Boris Borisovich,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Barus Llc Barus Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Barus Obsestvo S Ogranicennoj Otvetstvennostu Barus,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Dmitry Shugayev Shugayev Dmitry Domitry Shugaev Shugayev Dmitry Evgenevich Shugaev Dmitrij Evgenevic Sugaev Dmitrij Evgenevic Sugaev Shugaev Dmitry Evgenievich Dmitriy Evgenevich Shugaev Shugaev Dmitry Evgenyevich Dmitry Evgenyevich Shugayev Dmitriy Evgen Yevich Shugaev,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Sber Vostok Limited Liability Partnership Sber Vostok Limited Liability Partnership,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Malikova Dina Rinatovna Dina Rinatovna Malikova Malikova Dina Rinatovna Dina Rinatovna Malikova,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Bankruptcy Technology Center Llc Bankruptcy Technology Center Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Centr Tehnologij Bankrutstva Obsestvo S Ogranicennoj Otvetstvennostu Centr Tehnologij Bankrotstva,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Amsterdam Trade Bank Nv Amsterdam Trade Bank Nv Amsterdam Trade Bank N V,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Andrey Akimov Andrej Igorevic Akimov Akimov Andrij Igorovic Akimov Andrej Igorevic Akimov Andrey Igorevich Andrey Igorevich Akimov Akimov Andrey Igorevich Andrey Igorevich Akimov Akimov Andrey Igorevich,Person,Person,2022-04-06,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Aleksander Alexander Mikheev Aleksandr Aleksandrovic Miheev Alexander Alexandrovich Mikheev Alexander Alexandrovich Mikheev Aleksandr Aleksandrovich Mikheev Mikheev Alexander Aleksandrovich Aleksander Aleksandrovich Mikheev Aleksander Aleksandrovitj Michejev Mikheev Aleksander Aleksandrovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Dmitry Mazepin Dmitriy Mazepin Dmitri Arkadevic Mazepin Mazepin Dmitry Arkadievich Dmitrij Arkadevic Mazepin Dmitry Arkadievich Mazepin Mazepin Dmitrij Arkadevic Mazepin Dmitro Arkadijovic Dmitry Arkadievich Mazepin Dmitrij Arkadjevitj Mazepin,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Herman Gref Herman Gref German Oskarovic Gref German Oskarovic Gref German Oskarovic Gref Gref Herman Oskarovich German Oskarovitj Gref German Oskarovich Gref Herman Oskarovich Gref Herman Oskarovich Gref German Oskarovich Gref Gref Herman Oskarovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Dmitry Konov Dmitry Konov Dmitri Vladimirovic Konov Konov Dmitry Vladimirovich Konov Dmitry Vladimirovich Dmitry Vladimirovich Konov Dmitry Vladimirovich Konov Dmitrij Vladimirovic Konov Dmitrij Vladimirovitj Konov Dmitrij Vladimirovic Konov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Mamaev Valentin Gennadievich Valentin Gennadyevich Mamaev Mamaev Valentin Gennadyevich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Anton Siluanov Anton Germanovic Siluanov Anton Germanovic Siluanov Anton Germanovich Siluanov Anton Germanovich Siluanov Siluanov Anton Germanovich Siluanov Anton Germanovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Sberbank Servic Llc Limited Liability Company Sberbank Service Tovaristvo Z Obmezenou Vidpovidalnistu Sberbank Servis Obsestvo S Ogranicennoj Otvetstvennostu Sberbank Servis,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Sberbank Real Estate Center Llc Limited Liability Company Sberbank Real Estate Center Tovaristvo Z Obmezenou Vidpovidalnistu Centr Neruhomosti Vid Sberbanka Obsestvo S Ogranicennoj Otvetstvennostu Centr Nedvizimosti Ot Sberbanka,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Vagit Alekperov Vagit Alekperov Vagit Yusufovich Alekperov Alekperov Vagit Yusufovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Elvira Nabiullina Nabiullina Elvira Sakhipzadovna Elvira Sakhipzadovna Nabiullina Nabiullina Elvira Sakhipzadovna Elvira Sakhipzadovna Nabiullina Elvira Sahipzadovna Nabiullina,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Sber Legal Llc Sber Legal Limited Liability Company Tovaristvo Z Obmezenou Vidpovidalnistu Sber Ligal Obsestvo S Ogranicennoj Otvetstvennostu Sber Ligal,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Viktor Rashnikov Viktor Filippovic Rasnikov Viktor Filippovitj Rasjnikov Viktor Filippovich Rashnikov Rashnikov Viktor Filippovich Rashnikov Viktor Filippovich Viktor Filippovich Rashnikov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Andrey Akimov Andrej Igorevic Akimov Akimov Andrij Igorovic Akimov Andrej Igorevic Akimov Andrey Igorevich Andrey Igorevich Akimov Akimov Andrey Igorevich Andrey Igorevich Akimov Akimov Andrey Igorevich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Anton Vajno Anton Vaino Anton Vaino Anton Eduardovic Vajno Anton Eduardovic Vajno Anton Eduardovich Vaino Vaino Anton Eduardovich Anton Eduardovich Vayno Vaino Anton Eduardovich Anton Eduardovich Vaino Vaino Anton Eduardovich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Alfa Forex Llc Alfa Forex Llc Tovaristvo Z Obmezenou Vidpovidalnistu Alfa Foreks Obsestvo S Ogranicennoj Otvetstvennostu Alfa Foreks Obsestvo S Ogranicennoj Otvetstvennostu Alfa Foreks,Company,Unternehmen,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Vladimir Yakushev Vladimir Vladimirovic Akusev Vladimir Vladimirovich Yakushev Yakushev Vladimir Vladimirovich Yakushev Vladimir Vladimirovich Vladimir Vladimirovich Yakushev Yakushev Vladimir Vladimirovich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Vadim Moshkovich Vadim Nikolaevic Moskovic Moskovic Vadim Nikolaevic Vadim Nikolaevic Moskovic Vadim Nikolajevic Moskovic Moskovic Vadim Mikolajovic Vadim Nikolaevich Moshkovich Moshkovich Vadim Nikolaevich Vadim Nikolaevich Moshkovich Moshkovich Vadim Nikolaevich Vadim Nikolajevitj Mosjkovitj,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Igor Makarov Igor Makarov Igor Viktorovich Makarov Igor Viktorovich Makarov Makarov Igor Viktorovich Igor Viktorovic Makarov,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Alexander Shokhin Aleksandr Nikolaevic Sohin Shokhin Alexander Nikolaevich Alexander Nikolayevich Shokhin Shokhin Alexander Nikolayevich Alexander Nikolayevich Shokhin Aleksander Nikolajevitj Sjochin,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Kuchukov Ilgam Ilgam Kuchukov Ilgam Gaffarovich Kuchukov Kuchukov Ilgam Gaffarovich,Person,Person,2022-04-06,,:au: AU,[URL](https://www.dfat.gov.au/international-relations/security/sanctions/Pages/sanctions)
Vladimir Ustinov Ustinov Vladimir Vasilevic Vladimir Vasilevic Ustinov Vladimir Vasilyevich Ustinov Ustinov Vladimir Vasilyevich Ustinov Volodimir Vasilovic Ustinov Volodimir Vasilovic Ustinov Vladimir Vasilievich Vladimir Vasil Yevich Ustinov Ustinov Vladimir Vasilyevich,Person,Person,2022-04-06,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Garantex Europe Ou Garantex Europe Ou Garantex Europe Ou,Other,Sonstige,2022-04-05,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Hydra Market Hydra Market,Other,Sonstige,2022-04-05,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Apollon Ooo Apollon Ooo,Other,Sonstige,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Rk Briz Ooo Rk Briz Ooo,Company,Unternehmen,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Yong Ho O O Yong Ho O Yong Ho,Person,Person,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Aleksandr Aleksandrovich Chasovnikov Chasovnikov Aleksandr Aleksandrovich,Person,Person,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Roman Anatolyevich Alar Alar Roman Anatolyevich,Person,Person,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Parsek Llc Parsek Llc,Other,Sonstige,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Zeel M Co Ltd Zeel M Co Ltd Zeel M Co Ltd,Company,Unternehmen,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Aleksandr Andreyevich Gayevoy Gayevoy Aleksandr Andreyevich,Person,Person,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Choe Myong Hyon Myong Hyon Choe Choe Myong Hyon,Person,Person,2022-04-01,,:jp: JP,[URL](https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/gaiyou.html)
Foton Pro Photon Pro Llp Photon Pro Llp Photon Pro Llc Tovaristvo Z Obmezenou Vidpovidalnistu Foton Pro Obsestvo S Ogranicennoj Otvetstvennostu Foton Pro,Company,Unternehmen,2022-03-31,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
Djeco Group Lp Djeco Group Lp,Company,Unternehmen,2022-03-31,,:gb: GB,[URL](https://www.gov.uk/government/publications/financial-sanctions-consolidated-list-of-targets)
Quantlog Oy Quantlog Oy,Company,Unternehmen,2022-03-31,,:us: US,[URL](https://www.treasury.gov/resource-center/sanctions/Pages/default.aspx)
